"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","modifiers","petSpeciesId","petBreedId","petLevel","petQualityId"
"1547458432","82800","Blade's Edge","0","176885700","1","VERY_LONG","0","0","0","System.Object[]","2698","22","1","2"
"1547458433","82800","Blade's Edge","0","76930000","1","VERY_LONG","0","0","0","System.Object[]","2712","15","1","2"
"1547458434","82800","Blade's Edge","0","224970000","1","VERY_LONG","0","0","0","System.Object[]","1521","18","1","3"
"1547458435","82800","Blade's Edge","0","174990000","1","VERY_LONG","0","0","0","System.Object[]","1953","9","1","3"
"1546852288","82800","Blade's Edge","43770000","43770000","1","LONG","0","0","0","System.Object[]","1185","19","1","3"
"1547194437","82800","Blade's Edge","7000000","9000000","1","VERY_LONG","0","0","0","System.Object[]","2438","13","1","3"
"1547424058","82800","Blade's Edge","5175600","5175600","1","VERY_LONG","0","0","0","System.Object[]","2451","15","1","3"
"1547424057","82800","Blade's Edge","25000000","25000000","1","VERY_LONG","0","0","0","System.Object[]","1349","4","1","2"
"1547424056","82800","Blade's Edge","25000000","25000000","1","VERY_LONG","0","0","0","System.Object[]","1349","4","1","2"
"1547424055","82800","Blade's Edge","9900000","9900000","1","VERY_LONG","0","0","0","System.Object[]","2458","6","1","3"
"1547424054","82800","Blade's Edge","351950000","351950000","1","VERY_LONG","0","0","0","System.Object[]","2474","6","1","2"
"1547424053","82800","Blade's Edge","351950000","351950000","1","VERY_LONG","0","0","0","System.Object[]","2474","6","1","2"
"1547129399","82800","Eonar","1975000","1975000","1","VERY_LONG","0","0","0","System.Object[]","2466","14","1","3"
"1546736169","82800","Blade's Edge","82000","84900","1","MEDIUM","0","0","0","System.Object[]","120","13","1","2"
"1547244144","82800","Blade's Edge","75870000","84300000","1","VERY_LONG","0","0","0","System.Object[]","1333","15","1","3"
"1547244146","82800","Blade's Edge","42282000","46980000","1","VERY_LONG","0","0","0","System.Object[]","2702","8","1","3"
"1547244148","82800","Blade's Edge","78840000","87600000","1","VERY_LONG","0","0","0","System.Object[]","2717","7","1","3"
"1547244151","82800","Blade's Edge","22099100","24554500","1","VERY_LONG","0","0","0","System.Object[]","1725","18","1","2"
"1547244137","82800","Blade's Edge","27242700","27242700","1","VERY_LONG","0","0","0","System.Object[]","262","5","1","2"
"1547244136","82800","Blade's Edge","95886000","106540000","1","VERY_LONG","0","0","0","System.Object[]","1805","6","1","3"
"1547244139","82800","Blade's Edge","56773900","63082100","1","VERY_LONG","0","0","0","System.Object[]","1518","14","1","3"
"1547244138","82800","Blade's Edge","45797400","50885900","1","VERY_LONG","0","0","0","System.Object[]","2765","13","1","3"
"1547244141","82800","Blade's Edge","117398600","130442900","1","VERY_LONG","0","0","0","System.Object[]","173","7","1","3"
"1547244140","82800","Blade's Edge","40419000","44910000","1","VERY_LONG","0","0","0","System.Object[]","2553","5","1","3"
"1547244143","82800","Blade's Edge","75591000","83990000","1","VERY_LONG","0","0","0","System.Object[]","1760","8","1","3"
"1547244142","82800","Blade's Edge","47079000","52310000","1","VERY_LONG","0","0","0","System.Object[]","2556","11","1","3"
"1547244129","82800","Blade's Edge","46608200","51786800","1","VERY_LONG","0","0","0","System.Object[]","2708","4","1","3"
"1547244128","82800","Blade's Edge","30987300","34430400","1","VERY_LONG","0","0","0","System.Object[]","286","7","1","3"
"1547244131","82800","Blade's Edge","116082000","128980000","1","VERY_LONG","0","0","0","System.Object[]","2756","4","1","3"
"1547244130","82800","Blade's Edge","48898000","54331100","1","VERY_LONG","0","0","0","System.Object[]","2763","8","1","3"
"1547244133","82800","Blade's Edge","83700800","93000800","1","VERY_LONG","0","0","0","System.Object[]","267","3","1","3"
"1547244132","82800","Blade's Edge","51642000","57380000","1","VERY_LONG","0","0","0","System.Object[]","2558","4","1","3"
"1547244135","82800","Blade's Edge","178590500","187990000","1","VERY_LONG","0","0","0","System.Object[]","2439","10","1","2"
"1547244134","82800","Blade's Edge","27505100","30561300","1","VERY_LONG","0","0","0","System.Object[]","1234","7","1","3"
"1547244121","82800","Blade's Edge","120600000","134000000","1","VERY_LONG","0","0","0","System.Object[]","2716","10","1","2"
"1547244120","82800","Blade's Edge","79092000","87880000","1","VERY_LONG","0","0","0","System.Object[]","2691","14","1","3"
"1547244123","82800","Blade's Edge","4041000","4490000","1","VERY_LONG","0","0","0","System.Object[]","1968","21","1","3"
"1547244122","82800","Blade's Edge","884500","884500","1","VERY_LONG","0","0","0","System.Object[]","236","6","1","2"
"1547244125","82800","Blade's Edge","47979000","53310000","1","VERY_LONG","0","0","0","System.Object[]","2760","20","1","3"
"1547244124","82800","Blade's Edge","26091000","28990000","1","VERY_LONG","0","0","0","System.Object[]","1588","18","1","3"
"1547244127","82800","Blade's Edge","69237000","76930000","1","VERY_LONG","0","0","0","System.Object[]","2712","15","1","2"
"1547244126","82800","Blade's Edge","34479000","38310000","1","VERY_LONG","0","0","0","System.Object[]","1598","6","1","3"
"1547244113","82800","Blade's Edge","125100000","139000000","1","VERY_LONG","0","0","0","System.Object[]","2710","18","1","2"
"1547244112","82800","Blade's Edge","18257800","18257800","1","VERY_LONG","0","0","0","System.Object[]","1629","10","1","3"
"1547244115","82800","Blade's Edge","88991900","98879900","1","VERY_LONG","0","0","0","System.Object[]","868","9","1","3"
"1547244117","82800","Blade's Edge","53641400","53641400","1","VERY_LONG","0","0","0","System.Object[]","630","13","1","2"
"1547244116","82800","Blade's Edge","784400","784400","1","VERY_LONG","0","0","0","System.Object[]","74","11","1","2"
"1547244119","82800","Blade's Edge","22970300","24007100","1","VERY_LONG","0","0","0","System.Object[]","232","8","1","2"
"1547244118","82800","Blade's Edge","59270200","65855800","1","VERY_LONG","0","0","0","System.Object[]","1344","7","1","3"
"1547244111","82800","Blade's Edge","18232400","18232400","1","VERY_LONG","0","0","0","System.Object[]","1600","16","1","3"
"1547375272","82800","Eonar","823000","823000","1","VERY_LONG","0","0","0","System.Object[]","78","22","1","2"
"1547375267","82800","Eonar","1985000","1985000","1","VERY_LONG","0","0","0","System.Object[]","1144","9","1","3"
"1547375259","82800","Eonar","149000","149000","1","VERY_LONG","0","0","0","System.Object[]","90","17","1","2"
"1547375258","82800","Eonar","149000","149000","1","VERY_LONG","0","0","0","System.Object[]","90","17","1","2"
"1547375257","82800","Eonar","120000","120000","1","VERY_LONG","0","0","0","System.Object[]","89","6","1","2"
"1547375256","82800","Eonar","120000","120000","1","VERY_LONG","0","0","0","System.Object[]","89","6","1","2"
"1547375262","82800","Eonar","16131100","16131100","1","VERY_LONG","0","0","0","System.Object[]","77","3","1","2"
"1547375261","82800","Eonar","16131100","16131100","1","VERY_LONG","0","0","0","System.Object[]","77","13","1","2"
"1547375260","82800","Eonar","149000","149000","1","VERY_LONG","0","0","0","System.Object[]","90","17","1","2"
"1547047627","82800","Blade's Edge","16026500","16870000","1","LONG","0","0","0","System.Object[]","1952","13","1","3"
"1547293460","82800","Vek'nilash","170000000","170000000","1","VERY_LONG","0","0","0","System.Object[]","2135","8","1","3"
"1547047684","82800","Blade's Edge","471200","496000","1","LONG","0","0","0","System.Object[]","140","22","1","2"
"1547178872","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","20","1","3"
"1547178873","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","14","1","3"
"1547178874","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","20","1","3"
"1547178875","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","20","1","3"
"1547178870","82800","Blade's Edge","17537000","18460000","1","VERY_LONG","0","0","0","System.Object[]","1387","17","1","3"
"1547342778","82800","Blade's Edge","14776000","16417800","1","VERY_LONG","0","0","0","System.Object[]","1955","4","1","3"
"1547342779","82800","Blade's Edge","26460000","29400100","1","VERY_LONG","0","0","0","System.Object[]","1346","19","1","3"
"1547342776","82800","Blade's Edge","68572400","76191600","1","VERY_LONG","0","0","0","System.Object[]","2080","13","1","3"
"1547342777","82800","Blade's Edge","38467800","42741900","1","VERY_LONG","0","0","0","System.Object[]","1717","20","1","3"
"1547342782","82800","Blade's Edge","116910000","129900000","1","VERY_LONG","0","0","0","System.Object[]","1663","16","1","3"
"1547342780","82800","Blade's Edge","59477200","66085800","1","VERY_LONG","0","0","0","System.Object[]","1453","19","1","3"
"1547342781","82800","Blade's Edge","37620000","41800000","1","VERY_LONG","0","0","0","System.Object[]","2758","15","1","3"
"1547342770","82800","Blade's Edge","17179600","19088500","1","VERY_LONG","0","0","0","System.Object[]","1403","17","1","3"
